time,sea_water_practical_salinity,sea_water_practical_salinity_qc_agg,z
UTC,1e-3,,m
2008-10-01T03:17:00Z,36.084,2,0.0
2008-10-01T06:17:00Z,36.104,2,0.0
2008-10-01T09:17:00Z,36.102,2,0.0
2008-10-01T12:17:00Z,36.096,2,0.0
2008-10-01T15:17:00Z,36.103,2,0.0
2008-10-01T18:17:00Z,36.109,2,0.0
2008-10-01T21:17:00Z,36.081,2,0.0
2008-10-02T00:17:00Z,36.113,2,0.0
2008-10-02T03:17:00Z,36.12,2,0.0
2008-10-02T06:17:00Z,36.103,2,0.0
2008-10-02T09:17:00Z,36.104,2,0.0
2008-10-02T12:17:00Z,36.121,2,0.0
2008-10-02T15:17:00Z,36.122,2,0.0
2008-10-02T18:17:00Z,36.122,2,0.0
2008-10-02T21:17:00Z,36.129,2,0.0
2008-10-03T00:17:00Z,36.113,2,0.0
2008-10-03T03:17:00Z,36.101,2,0.0
2008-10-03T06:17:00Z,36.129,2,0.0
2008-10-03T09:17:00Z,36.114,2,0.0
2008-10-03T12:17:00Z,36.128,2,0.0
2008-10-03T15:17:00Z,36.105,2,0.0
2008-10-03T18:17:00Z,36.135,2,0.0
2008-10-03T21:17:00Z,36.165,2,0.0
2008-10-04T00:17:00Z,36.133,2,0.0
2008-10-04T03:17:00Z,36.114,2,0.0
2008-10-04T06:17:00Z,36.138,2,0.0
2008-10-04T09:17:00Z,36.128,2,0.0
2008-10-04T12:17:00Z,36.138,2,0.0
2008-10-04T15:17:00Z,36.122,2,0.0
2008-10-04T18:17:00Z,36.144,2,0.0
2008-10-04T21:17:00Z,36.145,2,0.0
2008-10-05T00:17:00Z,36.144,2,0.0
2008-10-05T03:17:00Z,36.141,2,0.0
2008-10-05T06:17:00Z,36.145,2,0.0
2008-10-05T09:17:00Z,36.141,2,0.0
2008-10-05T12:17:00Z,36.147,2,0.0
2008-10-05T15:17:00Z,36.149,2,0.0
2008-10-05T18:17:00Z,36.151,2,0.0
2008-10-05T21:17:00Z,36.146,2,0.0
2008-10-06T00:17:00Z,36.143,2,0.0
2008-10-06T03:17:00Z,36.141,2,0.0
2008-10-06T06:17:00Z,36.149,2,0.0
2008-10-06T09:17:00Z,36.161,2,0.0
2008-10-06T12:17:00Z,36.175,2,0.0
2008-10-06T15:17:00Z,36.171,2,0.0
2008-10-06T18:17:00Z,36.168,2,0.0
2008-10-06T21:17:00Z,36.175,2,0.0
2008-10-07T00:17:00Z,36.167,2,0.0
2008-10-07T03:17:00Z,36.167,2,0.0
2008-10-07T06:17:00Z,36.164,2,0.0
2008-10-07T09:17:00Z,36.162,2,0.0
2008-10-07T12:17:00Z,36.154,2,0.0
2008-10-07T15:17:00Z,36.151,2,0.0
2008-10-07T18:17:00Z,36.157,2,0.0
2008-10-07T21:17:00Z,36.151,2,0.0
2008-10-08T00:17:00Z,36.118,2,0.0
2008-10-08T03:17:00Z,36.118,2,0.0
2008-10-08T06:17:00Z,36.129,2,0.0
2008-10-08T09:17:00Z,36.121,2,0.0
2008-10-08T12:17:00Z,36.107,2,0.0
2008-10-08T15:17:00Z,36.112,2,0.0
2008-10-08T18:17:00Z,36.123,2,0.0
2008-10-08T21:17:00Z,36.126,2,0.0
2008-10-09T00:17:00Z,36.101,2,0.0
2008-10-09T03:17:00Z,36.089,2,0.0
2008-10-09T06:17:00Z,36.071,2,0.0
2008-10-09T09:17:00Z,36.094,2,0.0
2008-10-09T12:17:00Z,36.084,2,0.0
2008-10-09T15:17:00Z,36.077,2,0.0
2008-10-09T18:17:00Z,36.115,2,0.0
2008-10-09T21:17:00Z,36.105,2,0.0
2008-10-10T00:17:00Z,36.097,2,0.0
2008-10-10T03:17:00Z,36.027,2,0.0
2008-10-10T06:17:00Z,36.087,2,0.0
2008-10-10T09:17:00Z,36.105,2,0.0
2008-10-10T12:17:00Z,36.074,2,0.0
2008-10-10T15:17:00Z,36.012,2,0.0
2008-10-10T18:17:00Z,36.055,2,0.0
2008-10-10T21:17:00Z,36.092,2,0.0
